,Unnamed: 0,Unnamed: 0.1,GenderSelect,Country,Age,EmploymentStatus,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessCourses,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
363,363,363,Male,United States,,Employed full-time,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that performs advanced analytics,Jupyter notebooks,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Stack Overflow Q&A,YouTube Videos",,The Data Skeptic Podcast,< 1 year,Necessary,Unnecessary,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,Nice to have,Nice to have,"Basic laptop (Macbook),Traditional Workstation",,Online Courses and Certifications,Sort of (Explain more),Master's degree,"Information technology, networking, or system administration",1 to 2 years,"Business Analyst,Engineer,Programmer,Software Developer/Software Engineer",Self-taught,25.0,75.0,0.0,0.0,0.0,0.0,Time Series,Logistic Regression,,Mix of fields,Searching general-purpose job board,,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
364,364,364,Male,United States,36.0,Employed full-time,No,Yes,Other,Perfectly,Employed by professional services/consulting firm,Python,Anomaly Detection,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,College/University,Kaggle,Online courses,Podcasts,Textbook,Tutoring/mentoring",Very useful,"Data Machina Newsletter,Siraj Raval YouTube Channel",,,,,,,,,,,,,,,No,Master's degree,Computer Science,Less than a year,Other,"Online courses (coursera, udemy, edx, etc.)",50.0,50.0,0.0,0.0,0.0,0.0,Supervised Machine Learning (Tabular Data),Logistic Regression,A bachelor's degree,Technology,,,,,,,,,,,,,,,,,,
365,365,365,Male,United States,,Employed full-time,No,Yes,Software Developer/Software Engineer,Poorly,Employed by professional services/consulting firm,TensorFlow,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,University/Non-profit research group websites","Blogs,Kaggle,Online courses,Podcasts,Textbook,YouTube Videos",Very useful,,,,,,,,,,,,,,,,No,Bachelor's degree,Computer Science,Less than a year,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",0.0,90.0,5.0,0.0,0.0,5.0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series",Logistic Regression,A master's degree,Technology,,,,,,,,,,,,,,,,,,
366,366,366,Male,United States,43.0,Employed full-time,No,Yes,Data Analyst,Fine,Employed by a company that performs advanced analytics,KNIME (commercial version),Text Mining,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,Kaggle,Online courses,YouTube Videos,Other",Very useful,"Data Stories Podcast,R Bloggers Blog Aggregator,Siraj Raval YouTube Channel",15+ years,Unnecessary,Unnecessary,Unnecessary,Unnecessary,Unnecessary,Unnecessary,Unnecessary,Unnecessary,Unnecessary,Unnecessary,"Laptop or Workstation and local IT supported servers,Traditional Workstation",2 - 10 hours,Experience from work in a company related to ML,No,Some college/university study without earning a bachelor's degree,,I don't write code to analyze data,"Data Analyst,Programmer,Other",Other,25.0,25.0,25.0,0.0,0.0,25.0,"Machine Translation,Natural Language Processing,Recommendation Engines,Reinforcement learning,Speech Recognition,Supervised Machine Learning (Tabular Data)",Other (please specify; separate by semi-colon),A professional degree,Other,Company's Web site/job listing page,0,Very Important,Very Important,Very Important,Not important,Not important,Somewhat important,Not important,Not important,Not important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Very Important
367,367,367,Male,United States,28.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by a company that performs advanced analytics,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Computer Science,I don't write code to analyze data,Programmer,Self-taught,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,368,368,Female,United States,40.0,Employed full-time,No,Yes,Business Analyst,Fine,Employed by a company that performs advanced analytics,Python,,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),YouTube Videos,,,< 1 year,,,,,,,,,,,Basic laptop (Macbook),,,No,Bachelor's degree,"Information technology, networking, or system administration",Less than a year,Business Analyst,"Online courses (coursera, udemy, edx, etc.)",50.0,50.0,0.0,0.0,0.0,0.0,,,A bachelor's degree,Technology,,,,,,,,,,,,,,,,,,
369,369,369,Male,United States,19.0,Employed full-time,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,370,370,Male,United States,22.0,Employed full-time,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,371,371,Male,United States,38.0,Employed full-time,No,Yes,Machine Learning Engineer,Fine,Employed by professional services/consulting firm,,,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,Engineering (non-computer focused),Less than a year,Engineer,Self-taught,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,372,372,Male,United States,30.0,Employed full-time,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,373,373,Male,United States,58.0,Employed full-time,No,Yes,Other,Fine,Employed by a company that doesn't perform advanced analytics,,,,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Bachelor's degree,Computer Science,3 to 5 years,Engineer,"Online courses (coursera, udemy, edx, etc.)",10.0,40.0,0.0,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
374,374,374,Male,United States,27.0,Employed full-time,No,Yes,Data Analyst,Fine,Employed by a company that doesn't perform advanced analytics,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,,Less than a year,Data Analyst,"Online courses (coursera, udemy, edx, etc.)",25.0,50.0,25.0,0.0,0.0,0.0,Time Series,Logistic Regression,A master's degree,Retail,,,,,,,,,,,,,,,,,,
375,375,375,Male,United States,23.0,Employed full-time,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,376,376,Female,United States,56.0,Employed full-time,No,Yes,Other,Fine,Employed by a company that doesn't perform advanced analytics,Spark / MLlib,Time Series Analysis,Python,Government website,,,,,,,,,,,,,,,,,,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,More than 10 years,"Business Analyst,Computer Scientist,Programmer,Software Developer/Software Engineer,Other",University courses,15.0,10.0,10.0,60.0,5.0,0.0,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Logistic Regression",A doctoral degree,Financial,,,,,,,,,,,,,,,,,,
377,377,377,Male,United States,,Employed full-time,No,Yes,Other,,Employed by non-profit or NGO,,,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,Other,Less than a year,"Other,I haven't started working yet",Self-taught,50.0,0.0,0.0,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,
378,378,378,Female,United States,46.0,Employed full-time,No,Yes,DBA/Database Engineer,Poorly,Employed by company that makes advanced analytic software,Python,Social Network Analysis,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search","College/University,Official documentation,Online courses",Very useful,"Data Stories Podcast,FastML Blog,O'Reilly Data Newsletter",< 1 year,Necessary,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,"Basic laptop (Macbook),Workstation + Cloud service",0 - 1 hour,Master's degree,No,Master's degree,Mathematics or statistics,6 to 10 years,"Data Analyst,DBA/Database Engineer,Operations Research Practitioner,Programmer,Software Developer/Software Engineer",Self-taught,100.0,0.0,0.0,0.0,0.0,0.0,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),High school,Technology,,,,,,,,,,,,,,,,,,
379,379,379,Male,United States,42.0,Employed full-time,No,Yes,Business Analyst,Fine,Employed by professional services/consulting firm,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,,1 to 2 years,Business Analyst,"Online courses (coursera, udemy, edx, etc.)",50.0,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
380,380,380,Male,United States,15.0,Employed full-time,No,Yes,Other,Perfectly,Employed by non-profit or NGO,,,,,,,,,,,,,,,,,,,,,,No,I did not complete any formal education past high school,,Less than a year,I haven't started working yet,Other,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,
381,381,381,Male,United States,50.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by a company that doesn't perform advanced analytics,TensorFlow,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,Government website,University/Non-profit research group websites","Friends network,Kaggle,Online courses",Very useful,,,,,,,,,,,,,,,,No,Professional degree,,I don't write code to analyze data,"Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",10.0,90.0,0.0,0.0,0.0,0.0,,,Primary/elementary school,Technology,,,,,,,,,,,,,,,,,,
382,382,382,Male,United States,50.0,Employed full-time,No,Yes,Other,Poorly,Employed by professional services/consulting firm,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,A social science,1 to 2 years,Other,"Online courses (coursera, udemy, edx, etc.)",20.0,80.0,0.0,0.0,0.0,0.0,Time Series,Logistic Regression,A bachelor's degree,Financial,,,,,,,,,,,,,,,,,,
383,383,383,Male,United States,34.0,Employed full-time,No,Yes,Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,R,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),,,,,,,,,,,,,,,,,,No,Master's degree,Electrical Engineering,Less than a year,,University courses,0.0,0.0,0.0,90.0,10.0,0.0,,,A bachelor's degree,Manufacturing,,,,,,,,,,,,,,,,,,
384,384,384,Male,United States,35.0,Employed full-time,No,Yes,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,TensorFlow,Regression,,University/Non-profit research group websites,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Engineering (non-computer focused),I don't write code to analyze data,Engineer,"Online courses (coursera, udemy, edx, etc.)",20.0,80.0,0.0,0.0,0.0,0.0,,,A master's degree,Pharmaceutical,,,,,,,,,,,,,,,,,,
385,385,385,Male,United States,32.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by a company that doesn't perform advanced analytics,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Computer Science,Less than a year,"Data Miner,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",40.0,40.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
386,386,386,Male,United States,18.0,Employed full-time,No,Yes,Other,Perfectly,Employed by college or university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,387,387,Male,United States,29.0,Employed full-time,No,Yes,Scientist/Researcher,Fine,Employed by college or university,,,,,"Arxiv,Blogs,Personal Projects",,"DataTau News Aggregator,KDnuggets Blog,The Data Skeptic Podcast",< 1 year,Nice to have,Nice to have,Nice to have,Unnecessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Basic laptop (Macbook),,,Sort of (Explain more),Doctoral degree,Physics,I don't write code to analyze data,"Predictive Modeler,Researcher","Online courses (coursera, udemy, edx, etc.)",40.0,50.0,0.0,0.0,10.0,0.0,"Computer Vision,Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",,Academic,,,,,,,,,,,,,,,,,,
388,388,388,Male,United States,20.0,Employed part-time,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,389,389,Male,United States,48.0,Employed full-time,No,Yes,Scientist/Researcher,Perfectly,,,,,,,,,,,,,,,,,,,,,,,Yes,Doctoral degree,Engineering (non-computer focused),3 to 5 years,Engineer,"Online courses (coursera, udemy, edx, etc.)",85.0,10.0,5.0,0.0,0.0,0.0,Supervised Machine Learning (Tabular Data),"Bayesian Techniques,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs",A master's degree,,,,,,,,,,,,,,,,,,,
390,390,390,Male,United States,35.0,Employed full-time,No,Yes,Data Analyst,Poorly,Employed by company that makes advanced analytic software,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,391,391,Female,United States,,Employed full-time,No,Yes,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,Other,Other,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,College/University,Kaggle,Online courses,Stack Overflow Q&A",Somewhat useful,,1-2 years,Necessary,Unnecessary,Nice to have,Nice to have,Necessary,Unnecessary,Necessary,Unnecessary,Unnecessary,Nice to have,Basic laptop (Macbook),2 - 10 hours,Github Portfolio,Sort of (Explain more),Master's degree,Other,1 to 2 years,"Researcher,Software Developer/Software Engineer,Other",Self-taught,20.0,50.0,5.0,25.0,0.0,0.0,,"Decision Trees - Random Forests,Logistic Regression",A master's degree,Mix of fields,"Asking friends, family members, or former colleagues for leads",0,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Very Important,Very Important,Very Important,Somewhat important
392,392,392,Male,United States,27.0,Employed full-time,No,Yes,Programmer,Perfectly,Employed by a company that doesn't perform advanced analytics,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Computer Science,Less than a year,Software Developer/Software Engineer,Self-taught,50.0,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
393,393,393,Male,United States,35.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by a company that doesn't perform advanced analytics,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Computer Science,Less than a year,"Programmer,Software Developer/Software Engineer",Self-taught,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,394,394,Female,United States,27.0,Employed full-time,No,Yes,Operations Research Practitioner,Fine,Employed by a company that doesn't perform advanced analytics,,,,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Bachelor's degree,,I don't write code to analyze data,Other,"Online courses (coursera, udemy, edx, etc.)",20.0,50.0,20.0,10.0,0.0,0.0,Natural Language Processing,"Bayesian Techniques,Decision Trees - Random Forests",,,,,,,,,,,,,,,,,,,,
395,395,395,Female,United States,30.0,Employed full-time,No,Yes,Engineer,Fine,Employed by a company that performs advanced analytics,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Electrical Engineering,Less than a year,Engineer,Self-taught,30.0,30.0,0.0,0.0,0.0,40.0,,,A master's degree,Telecommunications,,,,,,,,,,,,,,,,,,
396,396,396,Male,United States,37.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Fine,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Mathematics or statistics,3 to 5 years,Software Developer/Software Engineer,Self-taught,,,,,,,,,,,,,,,,,,,,,,,,,,,,
